Sex,Pclass,Name,Siblings/Spouses Aboard,Fare,Age,Parents/Children Aboard,Survived
1,3,601,1,0.014151057562208049,0.26887684356485564,0,0
0,1,822,1,0.13913573538264068,0.4705659901676541,0,1
0,3,171,0,0.015468569817999833,0.3192991302155552,0,1
0,1,813,1,0.10364429745562033,0.43274927517962936,0,1
1,3,732,0,0.015712553569072387,0.43274927517962936,0,0
1,3,463,0,0.01650950209357577,0.3319047018782302,0,0
1,1,699,0,0.10122885832000206,0.6722551367704526,0,0
1,3,32,3,0.04113566043083236,0.01676541031135762,1,0
0,3,841,0,0.021730754366528396,0.3319047018782302,2,1
0,2,838,1,0.058694292654020104,0.16803227026345646,0,1
0,3,193,1,0.03259622914329302,0.04197655363670742,1,1
0,1,114,0,0.051822148727810165,0.7226774234211522,0,1
1,3,735,0,0.015712553569072387,0.24366570023950587,0,0
1,3,266,1,0.06104473451835265,0.483171561830329,5,0
0,3,151,0,0.015330377421392339,0.16803227026345646,0,0
0,2,764,0,0.03122992013728673,0.6848607084331274,0,1
1,3,27,4,0.05684821399990475,0.01676541031135762,1,0
1,2,304,0,0.025374310111545468,0.28148241522753054,0,1
0,3,831,1,0.03513366015444757,0.38232698852892977,0,0
0,3,793,0,0.014102260811993537,0.26887684356485564,0,1
1,2,508,0,0.050748620223090936,0.43274927517962936,0,0
1,2,536,0,0.025374310111545468,0.42014370351695446,0,1
0,3,72,0,0.015671954672893913,0.18063784192613136,0,1
1,1,748,0,0.06929138530460494,0.3445102735409051,0,1
0,3,233,3,0.04113566043083236,0.09239884028740704,1,0
0,3,775,1,0.06126431989431795,0.4705659901676541,5,1
1,3,369,0,0.014102260811993537,0.3192991302155552,0,0
1,1,301,3,0.5133418122566507,0.23106012857683098,2,0
0,3,121,0,0.01537917417160685,0.29408798689020543,0,1
1,3,535,0,0.015411575213749286,0.28148241522753054,0,0
1,1,3,0,0.05410739813385612,0.4957771334930039,0,0
0,1,872,1,0.2859895551532101,0.5966217067944031,0,1
0,3,204,0,0.015126992566498259,0.21845455691415605,0,1
1,2,337,0,0.020494635090094415,0.8235219967225513,0,0
1,1,330,1,0.16038672010106003,0.3445102735409051,0,0
1,1,252,1,0.10149724044618187,0.5209882768183537,0,0
1,3,411,0,0.014110458666029575,0.21845455691415605,0,1
1,3,356,0,0.015712553569072387,0.25627127190218074,0,0
0,3,85,2,0.03513366015444757,0.21845455691415605,0,0
0,3,155,1,0.021942337075458514,0.16803227026345646,0,1
0,3,819,1,0.018493968331299484,0.4957771334930039,0,0
0,2,876,1,0.04098927018018883,0.3319047018782302,0,0
0,2,226,1,0.08115719346076702,0.02937098197403252,2,1
0,3,186,0,0.01537917417160685,0.23106012857683098,0,1
1,3,743,0,0.015712553569072387,0.36972141686625487,0,0
1,3,324,1,0.030253985132996517,0.24366570023950587,0,0
0,3,94,0,0.015126992566498259,0.3319047018782302,0,1
1,3,751,2,0.04231498029001666,0.19324341358880626,0,0
0,3,826,1,0.034743286152731485,0.21845455691415605,0,0
1,3,40,4,0.07746484096553544,0.07979326862473214,1,0
1,3,637,0,0.01522458606692728,0.25627127190218074,0,0
0,1,809,1,0.1497654242623688,0.609227278457078,0,1
0,2,834,1,0.050748620223090936,0.35711584520358,0,1
1,1,352,0,0.1209753416358076,0.8109164250598765,1,0
1,1,438,0,0.06929138530460494,0.5714105634690533,0,1
0,2,127,0,0.020494635090094415,0.25627127190218074,0,1
1,3,555,0,0.014110458666029575,0.3508130593722425,0,0
0,2,102,1,0.05416439273810667,0.05458212529938233,2,1
1,3,51,5,0.09154270340242172,0.13021555527543174,2,0
1,3,598,0,0.014110458666029575,0.26887684356485564,0,0
0,1,67,0,0.15614960068643363,0.4705659901676541,0,1
1,1,423,1,0.16293234896625058,0.5588049918063784,0,0
1,3,34,3,0.05445717323939373,0.04197655363670742,2,0
1,1,246,0,0.05410739813385612,0.7983108533972015,0,0
1,3,31,1,0.029757819776815374,0.07979326862473214,1,1
0,2,759,0,0.020494635090094415,0.35711584520358,0,1
1,3,357,0,0.015923941091001644,0.23106012857683098,0,0
0,3,128,4,0.015468569817999833,0.20584898525148115,2,1
1,3,711,2,0.016908073949327893,0.3192991302155552,0,0
1,2,676,0,0.020494635090094415,0.39493256019160466,0,0
0,3,173,5,0.09154270340242172,0.19324341358880626,2,0
1,2,264,0,0.1434624456306609,0.25627127190218074,0,0
1,3,275,1,0.028212719478023115,0.3192991302155552,0,0
1,3,538,0,0.11027245763075773,0.39493256019160466,0,1
1,3,668,0,0.014931805565640218,0.30669355855288033,0,0
1,3,447,0,0.015411575213749286,0.28148241522753054,0,0
1,3,628,0,0.015712553569072387,0.3445102735409051,0,0
1,2,15,0,0.056604230248832196,0.0020168914660279834,2,1
0,3,115,0,0.024349578357040744,0.36972141686625487,0,1
1,3,241,0,0.017566830077223785,0.26887684356485564,0,0
1,3,467,0,0.018542765081513996,0.35711584520358,0,1
0,3,95,0,0.015200187691820024,0.38232698852892977,0,1
1,1,375,0,0.09193307740413781,0.3445102735409051,0,0
0,2,89,0,0.020494635090094415,0.20584898525148115,0,1
0,3,832,3,0.030937139635999665,0.40753813185427956,0,1
1,3,745,1,0.06709553154495196,0.19324341358880626,3,0
1,3,665,0,0.015712553569072387,0.24366570023950587,0,0
0,1,179,3,0.5133418122566507,0.28148241522753054,2,1
1,3,371,0,0.015712553569072387,0.29408798689020543,0,0
1,3,349,0,0.015712553569072387,0.35711584520358,0,0
1,3,607,0,0.015330377421392339,0.24366570023950587,0,0
1,1,433,1,0.11940564777490723,0.5714105634690533,0,0
1,3,294,1,0.04015972542654215,0.3192991302155552,2,0
1,3,316,0,0.014151057562208049,0.735282995083827,0,0
1,3,311,0,0.015712553569072387,0.26887684356485564,0,0
1,1,390,0,0.06764049365134761,0.8865498550359259,0,0
1,1,725,0,0.12366716556464086,0.28148241522753054,1,1
0,2,825,0,0.044893010197349675,0.42014370351695446,1,1
1,2,670,1,0.050748620223090936,0.42014370351695446,0,0
0,3,214,0,0.015411575213749286,0.3445102735409051,0,0
1,3,602,0,0.015411575213749286,0.35711584520358,0,0
1,1,638,0,0.15085515328815924,0.25627127190218074,1,0
1,3,406,0,0.016891873428256675,0.40753813185427956,0,0
1,3,267,2,0.015468569817999833,0.45796041850497915,0,0
1,3,680,0,0.015411575213749286,0.3445102735409051,0,0
0,3,71,0,0.014931805565640218,0.25627127190218074,0,1
1,3,249,0,0.015175789316712771,0.35711584520358,0,1
1,3,698,0,0.015411575213749286,0.4705659901676541,0,0
0,3,92,1,0.04713766070721715,0.3445102735409051,0,1
1,1,712,0,0.10149724044618187,0.5840161351317282,0,0
0,3,150,1,0.028212719478023115,0.1743350560947939,0,0
1,3,321,0,0.015712553569072387,0.26887684356485564,0,0
0,3,168,1,0.019177122834302632,0.24366570023950587,0,0
0,3,183,0,0.028220722145058292,0.20584898525148115,0,0
1,3,333,0,0.015468569817999833,0.25627127190218074,0,0
1,3,603,0,0.015126992566498259,0.8802470692045884,0,0
1,2,742,1,0.04098927018018883,0.35711584520358,0,0
1,1,627,0,0.4831284260198326,0.29408798689020543,1,0
0,3,123,4,0.06104473451835265,0.01676541031135762,2,0
1,2,673,2,0.1434624456306609,0.25627127190218074,0,0
1,3,545,0,0.015712553569072387,0.23106012857683098,0,0
1,2,587,1,0.058694292654020104,0.40123534602294214,0,0
0,2,230,0,0.025374310111545468,0.40123534602294214,0,1
1,1,614,0,0.15085515328815924,0.6722551367704526,1,0
1,3,25,1,0.021942337075458514,0.14282112693810664,0,1
1,3,561,0,0.015126992566498259,0.23106012857683098,0,0
1,3,388,0,0.01393967004027879,0.29408798689020543,0,1
0,3,73,1,0.04364049521284362,0.01676541031135762,1,1
1,3,473,0,0.013614293309848433,0.5588049918063784,0,0
1,3,515,0,0.015411575213749286,0.40753813185427956,0,0
1,3,327,0,0.013760683560491965,0.24366570023950587,0,0
0,3,769,1,0.028302115124416098,0.5840161351317282,0,0
0,2,833,1,0.050748620223090936,0.35711584520358,0,1
1,2,659,0,0.025374310111545468,0.30669355855288033,0,0
1,2,351,0,0.02936744577509929,0.28148241522753054,0,0
0,1,144,0,0.051301584996521765,0.23106012857683098,2,1
1,1,452,1,0.10364429745562033,0.45796041850497915,0,0
1,3,595,0,0.01798980030808316,0.19324341358880626,0,0
1,1,706,0,0.15458810467956932,0.29408798689020543,0,0
0,3,829,0,0.029757819776815374,0.4957771334930039,2,0
0,3,75,0,0.015126992566498259,0.26887684356485564,0,1
0,3,842,1,0.030937139635999665,0.29408798689020543,0,1
1,3,470,0,0.013175122557917838,0.23106012857683098,0,0
1,2,331,0,0.022446505098674838,0.21845455691415605,0,0
1,2,507,1,0.07173122281533045,0.23106012857683098,1,0
1,3,281,0,0.015216388212891242,0.3319047018782302,0,1
0,3,220,2,0.06709553154495196,0.10500441195008194,2,0
1,2,573,0,0.050748620223090936,0.45165763267364173,2,0
1,2,884,0,0.025374310111545468,0.5209882768183537,0,0
1,2,883,0,0.02444717185746977,0.6344384217824278,0,0
0,1,856,1,0.12999454257145598,0.26887684356485564,0,1
1,3,255,0,0.015712553569072387,0.6911634942644649,0,0
1,3,286,0,0.028302115124416098,0.5020799193243414,2,0
1,3,596,0,0.014273049437744325,0.3319047018782302,0,0
1,1,302,0,0.11980421963065935,0.6344384217824278,1,0
0,3,164,0,0.015094396337354966,0.19324341358880626,0,1
1,3,417,0,0.015712553569072387,0.36972141686625487,0,0
1,3,575,0,0.016908073949327893,0.45796041850497915,0,0
1,3,47,8,0.13575255909676825,0.05458212529938233,2,0
1,3,495,0,0.031425107138144774,0.5461994201437035,1,0
0,2,814,0,0.030741952635141623,0.4957771334930039,0,1
1,3,503,0,0.015175789316712771,0.3192991302155552,0,0
1,3,514,0,0.016908073949327893,0.20584898525148115,0,0
1,3,24,4,0.07746484096553544,0.004159838648682718,1,0
1,3,28,0,0.04006213192611313,0.10500441195008194,2,1
0,1,757,0,0.10735285047192313,0.5966217067944031,1,1
0,3,865,1,0.05445717323939373,0.5588049918063784,4,0
1,1,488,0,0.050602229972447406,0.747888566746502,0,0
1,3,539,0,0.11027245763075773,0.3445102735409051,0,0
1,1,749,0,0.06538764528744409,0.7604941384091768,0,0
1,3,17,4,0.05684821399990475,0.04197655363670742,1,0
0,3,109,1,0.021730754366528396,0.004159838648682718,1,1
1,3,274,0,0.015468569817999833,0.25627127190218074,0,0
1,1,456,0,0.05991421140938287,0.6974662800958024,0,0
1,3,529,1,0.015330377421392339,0.21845455691415605,1,0
1,3,37,3,0.049707687947515,0.05458212529938233,1,0
0,1,69,0,0.05604306762136532,0.6218328501197529,0,0
1,2,633,0,0.025374310111545468,0.36972141686625487,0,0
1,3,550,0,0.0,0.44535484684230425,0,0
0,3,101,8,0.13575255909676825,0.09239884028740704,2,0
1,2,636,0,0.02937564362913533,0.483171561830329,0,0
1,3,20,4,0.06126431989431795,0.10500441195008194,2,0
1,2,44,2,0.07612293033463641,0.004159838648682718,1,1
0,3,177,0,0.04298993693898376,0.04197655363670742,2,1
1,1,437,0,0.09759350042902103,0.483171561830329,0,0
0,3,857,1,0.030253985132996517,0.3192991302155552,0,1
1,1,308,0,0.051822148727810165,0.5588049918063784,0,1
1,3,487,1,0.030253985132996517,0.4957771334930039,1,0
1,3,679,0,0.015411575213749286,0.44535484684230425,0,0
0,2,766,0,0.025374310111545468,0.39493256019160466,0,1
1,2,728,0,0.025374310111545468,0.23106012857683098,0,0
0,3,96,1,0.015330377421392339,0.23106012857683098,0,1
1,2,43,1,0.050748620223090936,0.02937098197403252,1,1
0,1,816,0,0.05410739813385612,0.5461994201437035,0,1
0,1,113,0,0.2859895551532101,0.7226774234211522,0,1
1,3,649,0,0.015126992566498259,0.3445102735409051,0,0
1,3,527,0,0.01640390592611157,0.5209882768183537,1,0
0,3,190,0,0.015126992566498259,0.25627127190218074,0,1
0,2,147,0,0.025374310111545468,0.29408798689020543,0,0
1,3,586,0,0.018542765081513996,0.3445102735409051,0,0
1,3,384,8,0.13575255909676825,0.20584898525148115,2,0
1,3,453,0,0.012678957201736696,0.42014370351695446,0,0
1,3,401,0,0.014102260811993537,0.5651077776377158,0,0
1,3,404,0,0.015712553569072387,0.21845455691415605,0,1
0,3,231,0,0.02042143996477265,0.01676541031135762,1,0
1,3,521,1,0.030937139635999665,0.39493256019160466,0,0
1,3,583,0,0.036670757786204655,0.3192991302155552,0,1
0,3,141,0,0.015126992566498259,0.19324341358880626,0,1
1,1,424,0,0.060507970265993034,0.4957771334930039,0,1
1,3,245,0,0.013760683560491965,0.29408798689020543,0,0
0,2,100,0,0.04098927018018883,0.43274927517962936,0,1
1,3,497,0,0.014151057562208049,0.26887684356485564,0,0
1,2,412,0,0.025374310111545468,0.36972141686625487,0,0
1,3,624,1,0.015126992566498259,0.26887684356485564,0,0
0,1,181,1,0.22109807522194713,0.38232698852892977,0,1
0,3,110,0,0.015468569817999833,0.3319047018782302,0,1
1,2,667,1,0.05270049023167135,0.5209882768183537,0,0
0,1,59,0,0.14891148113361488,0.39493256019160466,0,1
1,2,714,0,0.020494635090094415,0.36972141686625487,0,0
1,3,705,0,0.015712553569072387,0.19324341358880626,0,1
1,2,460,0,0.025374310111545468,0.3319047018782302,0,0
1,3,395,0,0.015712553569072387,0.6344384217824278,0,0
1,3,314,0,0.015411575213749286,0.26887684356485564,0,0
1,1,383,1,0.17566830077223786,0.4705659901676541,0,1
1,3,525,0,0.018249984580226933,0.26887684356485564,0,0
1,2,741,0,0.020494635090094415,0.23106012857683098,0,1
1,3,494,0,0.014151057562208049,0.2499684860708433,0,0
1,2,276,0,0.025374310111545468,0.21845455691415605,0,0
0,3,213,3,0.049707687947515,0.14282112693810664,1,0
0,1,808,1,0.16293234896625058,0.43274927517962936,0,1
1,3,287,0,0.015175789316712771,0.35711584520358,0,0
1,2,360,0,0.026350245115835676,0.735282995083827,0,0
0,3,174,4,0.06126431989431795,0.05458212529938233,2,1
1,2,650,0,0.020494635090094415,0.29408798689020543,0,0
0,3,63,0,0.014736618564782174,0.25627127190218074,0,0
1,2,677,1,0.050748620223090936,0.5461994201437035,0,0
0,2,202,0,0.05123658772523604,0.09239884028740704,2,1
1,2,386,0,0.020494635090094415,0.23106012857683098,0,0
1,2,396,0,0.023959204355324663,0.40753813185427956,0,0
0,3,232,1,0.028212719478023115,0.23106012857683098,0,0
0,3,166,1,0.030253985132996517,0.21845455691415605,0,1
1,2,631,0,0.020494635090094415,0.35711584520358,0,0
1,3,565,0,0.013907073811135496,0.26887684356485564,0,0
1,3,671,0,0.014102260811993537,0.36972141686625487,0,0
1,1,10,2,0.17566830077223786,0.5461994201437035,0,0
0,3,57,0,0.015175789316712771,0.30669355855288033,0,0
0,2,867,0,0.028302115124416098,0.29408798689020543,2,1
1,1,643,1,0.10257896680493714,0.45796041850497915,1,1
1,2,880,1,0.050748620223090936,0.6722551367704526,0,0
1,3,459,0,0.014151057562208049,0.21845455691415605,0,0
0,3,864,1,0.02042143996477265,0.35711584520358,1,0
1,1,747,0,0.051822148727810165,0.7730997100718517,0,0
1,3,723,1,0.031425107138144774,0.36972141686625487,0,0
0,3,862,0,0.039452172548431745,0.5083827051556787,2,0
0,3,780,0,0.029757819776815374,0.35711584520358,2,1
0,1,805,0,0.15458810467956932,0.4705659901676541,0,1
0,1,134,0,0.16883675574220638,0.36972141686625487,0,1
0,1,78,0,1.0,0.43274927517962936,0,1
0,2,762,0,0.050748620223090936,0.6218328501197529,1,1
1,3,23,4,0.06126431989431795,0.02937098197403252,2,1
1,1,350,1,0.1554664461834305,0.6470439934451027,1,0
1,1,731,0,0.0,0.4957771334930039,0,0
0,3,104,0,0.015126992566498259,0.25627127190218074,0,0
1,2,323,0,0.020494635090094415,0.44535484684230425,0,0
1,3,359,4,0.07746484096553544,0.19324341358880626,1,0
1,3,362,1,0.015175789316712771,0.30669355855288033,0,1
0,1,877,0,0.2995388511917728,0.7226774234211522,1,1
0,1,65,0,0.2647385704347907,0.43274927517962936,0,1
1,1,251,0,0.060507970265993034,0.3445102735409051,0,0
1,3,736,0,0.0,0.30669355855288033,0,1
0,2,758,0,0.038061465167318204,0.5083827051556787,1,1
1,1,307,0,0.057970539254838485,0.45796041850497915,1,0
0,3,136,0,0.015126992566498259,0.40753813185427956,0,1
0,1,169,1,0.15216446768991498,0.7857052817345266,0,1
0,3,84,0,0.015126992566498259,0.5588049918063784,0,0
1,2,373,0,0.0,0.25627127190218074,0,0
1,3,26,4,0.05684821399990475,0.07979326862473214,1,0
0,3,854,1,0.03952536767375352,0.43274927517962936,1,1
1,3,376,0,0.015126992566498259,0.8109164250598765,0,0
1,3,592,0,0.015330377421392339,0.3445102735409051,0,0
1,3,254,0,0.018542765081513996,0.19324341358880626,0,0
1,3,334,0,0.015712553569072387,0.23106012857683098,0,1
1,1,645,0,0.050748620223090936,0.7100718517584772,0,0
1,3,448,0,0.016908073949327893,0.40753813185427956,0,0
1,3,685,0,0.018542765081513996,0.36972141686625487,0,1
1,3,611,0,0.015411575213749286,0.26887684356485564,0,0
1,2,563,0,0.025374310111545468,0.5209882768183537,0,1
0,3,162,0,0.015126992566498259,0.26887684356485564,0,1
0,1,119,0,0.15390495017656614,0.3192991302155552,0,1
0,1,781,1,0.17777475888549785,0.23106012857683098,0,1
1,2,635,0,0.025130326360472913,0.44535484684230425,0,0
0,3,64,0,0.01727404957593672,0.29408798689020543,0,0
1,3,446,0,0.015411575213749286,0.29408798689020543,0,0
1,1,364,0,0.05410739813385612,0.36972141686625487,0,0
1,3,556,0,0.014110458666029575,0.287785201058868,0,0
0,1,142,1,0.29580589980036276,0.01676541031135762,2,0
1,1,244,0,0.05953203526170282,0.5840161351317282,0,1
0,1,815,0,0.4831284260198326,0.6218328501197529,1,1
0,3,70,0,0.015126992566498259,0.24366570023950587,0,1
1,3,292,2,0.04538097769949478,0.29408798689020543,0,1
1,3,726,0,0.0,0.23106012857683098,0,0
0,2,215,0,0.024105594605968193,0.5714105634690533,0,1
1,3,436,0,0.015712553569072387,0.3445102735409051,0,0
1,1,38,1,0.29580589980036276,0.003151392915668726,2,1
0,1,188,0,0.21642978772242535,0.5209882768183537,0,1
0,1,861,1,0.2125586439344078,0.20584898525148115,0,1
1,2,655,1,0.04684488020593009,0.36972141686625487,0,0
0,1,172,0,0.11111839809247648,0.36972141686625487,0,1
0,1,185,0,0.16231419173453318,0.29408798689020543,0,1
0,1,126,2,0.5121218935012878,0.21845455691415605,2,1
0,2,866,1,0.050748620223090936,0.3192991302155552,1,0
1,3,440,0,0.015411575213749286,0.3445102735409051,0,0
1,2,289,1,0.05123658772523604,0.5335938484810286,1,0
0,3,146,0,0.015330377421392339,0.3192991302155552,0,1
0,2,852,1,0.050748620223090936,0.29408798689020543,0,1
1,2,7,0,0.027326180120125887,0.6722551367704526,0,0
0,1,212,0,0.32179836714362564,0.38232698852892977,2,1
0,1,797,1,0.2625265161540666,0.4957771334930039,1,1
1,3,657,0,0.014151057562208049,0.26887684356485564,0,0
1,3,750,0,0.015411575213749286,0.3319047018782302,0,0
0,2,148,0,0.024105594605968193,0.36972141686625487,0,1
0,2,768,1,0.056604230248832196,0.26887684356485564,1,1
1,3,397,8,0.13575255909676825,0.24366570023950587,2,0
0,1,197,0,0.2647385704347907,0.44535484684230425,0,1
1,3,475,0,0.012174789178520372,0.7604941384091768,0,0
0,2,753,0,0.025374310111545468,0.44535484684230425,0,1
0,3,795,1,0.04006213192611313,0.38232698852892977,1,1
0,1,156,0,0.11316786160148591,0.19324341358880626,1,1
0,3,58,2,0.04538097769949478,0.3445102735409051,0,1
1,1,285,0,0.055628295244541985,0.5651077776377158,0,0
1,1,392,0,0.2995388511917728,0.4705659901676541,1,0
1,3,541,2,0.03513366015444757,0.19324341358880626,0,0
0,1,810,1,0.2608674266467732,0.5209882768183537,0,1
1,3,579,0,0.015411575213749286,0.36972141686625487,0,0
1,1,687,1,0.12999454257145598,0.35711584520358,0,0
0,1,116,0,0.2625265161540666,0.5083827051556787,0,1
1,3,522,0,0.015712553569072387,0.5588049918063784,0,1
1,1,678,0,0.06929138530460494,0.5588049918063784,0,0
1,2,22,1,0.050748620223090936,0.01676541031135762,1,1
0,1,61,3,0.5133418122566507,0.29408798689020543,2,1
1,2,354,0,0.025374310111545468,0.3445102735409051,0,0
1,2,305,0,0.025374310111545468,0.30669355855288033,0,0
1,2,674,0,0.025374310111545468,0.44535484684230425,0,0
0,2,66,0,0.025374310111545468,0.29408798689020543,0,1
0,2,200,0,0.025374310111545468,0.4957771334930039,0,1
0,3,858,1,0.031425107138144774,0.42014370351695446,0,1
1,3,52,1,0.031034733136428686,0.02937098197403252,1,1
1,3,513,0,0.016908073949327893,0.5209882768183537,0,0
1,3,593,0,0.01800600082915438,0.28148241522753054,0,0
1,1,370,0,0.06831545030031472,0.5335938484810286,0,0
1,3,684,1,0.014110458666029575,0.18063784192613136,1,0
1,3,506,1,0.034743286152731485,0.30669355855288033,0,0
1,3,717,0,0.014102260811993537,0.28148241522753054,0,0
1,3,542,0,0.018542765081513996,0.3445102735409051,0,0
0,1,125,0,0.10735285047192313,0.26887684356485564,1,1
0,2,80,0,0.025374310111545468,0.4705659901676541,0,0
0,3,211,0,0.01537917417160685,0.26887684356485564,0,1
0,3,143,0,0.01537917417160685,0.28148241522753054,0,1
1,3,718,1,0.05445717323939373,0.4957771334930039,4,0
1,2,664,1,0.05410739813385612,0.35711584520358,0,0
0,3,756,0,0.028212719478023115,0.5588049918063784,1,0
1,3,242,0,0.013760683560491965,0.43274927517962936,0,0
1,3,693,1,0.030253985132996517,0.3319047018782302,0,0
1,3,570,0,0.014151057562208049,0.36972141686625487,0,0
0,1,796,1,0.14687821814567664,0.747888566746502,0,1
0,3,763,0,0.014110458666029575,0.43274927517962936,0,1
0,3,81,0,0.015126992566498259,0.26887684356485564,0,1
0,1,239,0,0.13526459159462315,0.29408798689020543,0,1
1,1,389,1,0.1082149914547131,0.30669355855288033,0,1
1,3,454,1,0.012678957201736696,0.21845455691415605,0,0
1,3,746,0,0.015712553569072387,0.23106012857683098,0,0
1,1,661,0,0.2647385704347907,0.26887684356485564,0,0
0,3,228,3,0.04113566043083236,0.02937098197403252,1,0
0,1,782,1,0.16038672010106003,0.30669355855288033,0,1
0,3,87,0,0.014151057562208049,0.26887684356485564,0,1
1,1,418,0,0.41282050681475896,0.3319047018782302,2,0
1,3,682,0,0.007831878409428937,0.24366570023950587,0,0
1,3,523,0,0.015175789316712771,0.23106012857683098,0,0
0,1,221,0,0.4440992237022602,0.5209882768183537,0,1
0,3,195,0,0.030725752114070404,0.004159838648682718,2,1
1,3,518,0,0.015468569817999833,0.39493256019160466,0,0
0,1,770,1,0.10149724044618187,0.43274927517962936,0,1
1,3,704,0,0.015411575213749286,0.3319047018782302,0,0
1,2,310,0,0.1434624456306609,0.21845455691415605,0,0
1,3,45,5,0.09154270340242172,0.004159838648682718,2,0
0,2,161,0,0.025374310111545468,0.44535484684230425,0,1
1,3,564,0,0.015086393670319786,0.23106012857683098,0,0
0,2,91,0,0.023422440102965045,0.20584898525148115,0,1
1,1,729,1,0.23422440102965048,0.44535484684230425,2,1
1,3,297,0,0.015216388212891242,0.25627127190218074,0,1
1,3,472,2,0.015468569817999833,0.3445102735409051,0,0
0,1,203,1,0.22109807522194713,0.28148241522753054,0,1
0,3,811,0,0.03259622914329302,0.29408798689020543,2,1
1,3,355,0,0.015216388212891242,0.26887684356485564,0,0
0,3,111,0,0.015330377421392339,0.38232698852892977,0,0
1,2,619,0,0.050748620223090936,0.5714105634690533,0,0
1,2,4,0,0.020494635090094415,0.28148241522753054,0,0
